28,1,0,2,5,6,6,2
0,25,4,8,3,3,2,5
3,1,20,5,5,5,6,5
6,0,2,30,6,3,3,0
3,1,2,13,27,4,0,0
6,1,3,1,3,28,5,3
1,3,1,2,4,8,26,5
1,0,0,0,0,1,2,46
