15,2,2,2,2,2,5,20
2,23,4,9,3,2,1,6
1,2,14,8,4,5,8,8
3,2,6,17,6,1,4,11
4,3,2,6,18,6,4,7
1,0,3,3,0,13,7,23
3,2,1,2,2,12,17,11
0,0,0,0,0,0,0,50
