29,0,0,2,6,2,5,6
0,31,5,5,4,2,2,1
2,4,19,7,6,4,2,6
1,2,4,30,7,1,3,2
3,2,3,21,17,1,3,0
3,0,3,1,2,32,6,3
3,2,1,2,0,13,25,4
2,1,1,2,0,1,0,43
