31,1,5,4,3,0,1,5
0,36,4,2,2,0,1,5
0,5,27,1,3,1,4,9
5,2,2,19,16,3,0,3
1,7,7,8,20,2,3,2
3,2,10,2,2,26,3,2
3,3,3,0,5,11,24,1
2,5,12,1,1,3,0,26
