31,0,3,7,3,1,1,4
0,35,3,3,2,1,1,5
0,5,22,3,2,3,2,13
4,1,1,27,10,2,2,3
1,3,4,11,25,4,0,2
3,1,5,2,0,32,3,4
3,2,3,0,2,6,31,3
0,6,8,1,0,1,1,33
