29,0,1,7,5,5,1,2
0,29,4,9,5,0,1,2
1,4,23,6,6,3,2,5
4,2,3,32,7,0,0,2
2,1,1,14,25,4,3,0
1,1,3,3,4,27,8,3
1,3,1,5,1,14,17,8
1,1,1,0,1,1,2,43
