24,2,3,5,6,4,2,4
1,29,5,6,1,3,0,5
5,1,8,8,9,3,7,9
2,2,6,24,9,2,4,1
3,1,1,20,21,2,2,0
5,0,0,2,5,26,9,3
3,1,1,3,3,14,22,3
4,3,6,4,8,6,3,16
