31,1,2,4,1,2,2,7
1,38,2,5,0,2,1,1
2,2,20,6,3,5,2,10
6,0,2,32,7,0,1,2
3,2,5,16,16,4,3,1
1,0,3,2,3,29,9,3
1,1,2,1,4,5,34,2
5,3,7,0,4,4,2,25
