25,2,0,9,1,4,4,5
1,30,1,6,7,1,0,4
3,3,17,4,3,4,2,14
1,1,3,32,11,0,2,0
1,2,4,11,27,2,2,1
0,0,3,3,0,26,14,4
3,1,2,2,4,14,21,3
1,3,7,3,3,5,1,27
