24,1,0,6,7,5,1,6
0,32,3,6,7,2,0,0
3,3,16,9,5,3,5,6
2,0,1,27,11,3,2,4
1,1,4,16,22,3,2,1
5,0,2,1,2,26,10,4
1,2,2,2,1,12,25,5
2,1,3,0,5,3,2,34
