21,0,0,3,4,5,9,8
0,27,3,2,6,3,4,5
2,2,14,3,4,4,5,16
6,1,5,17,7,5,3,6
4,4,3,10,22,2,2,3
3,0,3,2,2,27,8,5
4,2,1,0,1,13,28,1
2,3,6,1,4,3,7,24
