33,0,0,8,5,0,2,2
0,33,2,9,3,0,1,2
1,2,23,4,5,2,2,11
2,2,1,33,10,2,0,0
2,1,1,19,22,3,2,0
1,1,2,3,1,29,11,2
0,1,1,2,2,12,31,1
1,3,8,3,2,7,4,22
